OBJECTID;Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Prevista;Data Entrada;Data Entrada,x,y
1115;DFSEAC;SUB AGUAS CLARAS CEB                               DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;30/12/1990;31/12/1990,-48.03415071799998,-15.848054863999948
1116;DFSEGM;SUB GAMA                                           DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;30/12/1990;31/12/1990,-48.060641057,-15.997630270999991
1117;DFSEHP;SUB HIPICA                                         DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;31/05/2014;01/06/2014;;,-47.94312363,-15.840781246999995
1118;DFSEMG;SUB MANGUEIRAL                                     DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;30/12/1990;31/12/1990,-47.81617879999999,-15.89326861799998
1119;DFSENW;SUB SUBESTACAO NOROESTE                            DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;14/09/2015;15/09/2015;;,-47.920766619000005,-15.759489158999997
1120;DFSERF;SUB RIACHO FUNDO                                   DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;30/12/1990;31/12/1990,-47.98123362999996,-15.876025139999967
1121;DFSEST;SUB SOBRADINHO                                     DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;30/12/1990;31/12/1990,-47.811880728999995,-15.655697974999953
1122;GOCAL;SUB CACHOEIRA ALTA-CELG                            GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;30/12/1990;31/12/1990,-50.943842561,-18.746901844999968
1123;GODAI;SUB SE DAIA                                        GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;14/04/2008;15/04/2008,-48.943890013999976,-16.400594748999993
1124;GODMI;SUB DIMIC                                          GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;24/05/2013;25/05/2013,-47.97086412699997,-18.195118868999998
1125;GOIPG;SUB SUB IPEGUARI                                   GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;31/12/2017;01/01/2018;16/12/2017;17/12/2017,-50.58022269999998,-17.79548500599998
1126;GOITQ;SUB ITIQUIRA                                       GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;28/09/1994;29/09/1994,-54.152132249999966,-17.197546216999967
1127;GOITU;SUB ITUMBIARA VELHA                                GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;01/06/2000;02/06/2000,-49.11302589099995,-18.407591206999996
1128;GOJUN;SUB JUNDIAI                                        GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;11/10/2006;12/10/2006,-46.88325441899997,-23.194041268999968
1129;GOPAC;SUB PACAEMBU                                       GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;24/10/2010;25/10/2010,-48.021958590999986,-16.08126800699995
1130;GOPLG;SUB PLANALTINA GOIAS                               GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;15/04/1999;16/04/1999,-47.60605749999996,-15.458660803999976
1131;GOPOR;SUB PORANGATU                                      GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;30/12/1990;31/12/1990,-49.15507180899999,-13.452403506999985
1132;GORBO;SUB RIO DOS BOIS                                   GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;30/12/1990;31/12/1990,-50.345269790999964,-18.02589090699996
1133;GOTRID;SUB TRINDADE CLG                                   GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;28/10/2017;29/10/2017;;,-49.471091408999996,-16.643875106999985
1134;MGSILI;SUB SILICON                                        MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;01/06/2000;02/06/2000,-43.03240625799998,-19.585966196999948
1135;MTABV;SUB SE ALTO DA BOA VISTA                           MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;30/10/2020;31/10/2020;;,-51.38723939099998,-11.671967801999983
1136;MTAGBO;SUB SE AGUA BOA                                    MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-52.15488099999999,-14.079546006999976
1137;MTALFL;SUB SE ALTA FLORESTA                               MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.1021465,-9.894457512999963
1138;MTARTG;SUB ARAPUTANGA                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-58.340708088999975,-15.478047369999956
1139;MTBADU;SUB SE BARRO DURO                                  MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.076079008999955,-15.593920804999982
1140;MTBGE;SUB                                                MT       ;;;;;30/12/1990;31/12/1990,-54.637767542999995,-16.497478270999977
1141;MTBN3;SUB SE BRAÇO NORTE III                             MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;30/03/2020;31/03/2020;30/12/1990;31/12/1990,-54.97287000299997,-9.632189767
1142;MTCACE;SUB SE CACERES                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-57.671503721999954,-16.095956985999976
1143;MTCALT;SUB CIDADE ALTA                                    MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.13257399099996,-15.593685606999998
1144;MTCGL;SUB CARGILL                                        MT       ;;;29/11/2023;30/11/2023;;,-48.28504872399998,-18.850323231000004
1145;MTCGS;SUB SE CANGAS                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.566038007999964,-16.081940458999952
1146;MTCHGU;SUB CHAPADA GUIMARAES                              MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-55.708264499999984,-15.47954716299995
1147;MTCLAU;SUB SE CLAUDIA                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-54.87375371899998,-11.505881690999956
1148;MTCM;SUB COUTO  MAGALHAES                               MT       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;;01/06/2000;02/06/2000,-43.47880328999997,-18.090602776999958
1149;MTCNPA;SUB SE CAMPO NOVO DO PARECIS                       MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;10/12/2005;11/12/2005,-57.89555505999999,-13.668079248999959
1150;MTCON;SUB SE CONFRESA                                    MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;30/10/2020;31/10/2020;;,-51.561910608000005,-10.653301801999987
1151;MTCPA;SUB SE CPA                                         MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.04336749999999,-15.55165700699996
1152;MTDCU;SUB DISTRITO CUIABA                                MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;14/02/2014;15/02/2014;;,-56.004259708000006,-15.659478705999959
1153;MTDENI;SUB SE DENISE                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-57.052971499999956,-14.74033710699996
1154;MTDSA;SUB SE DERIVAÇAO SAPEZAL                           MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;01/06/2000;02/06/2000,-58.094537484,-12.81044600399997
1155;MTJAU;SUB JAURU                                          MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/2000;31/12/2000,-58.863374093000004,-15.349054850999948
1156;MTJGA;SUB SE JANGADA                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.49832354099999,-15.229453484999965
1157;MTMAT;SUB SE MATUPA                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-54.93446590799999,-10.162272191999989
1158;MTNOBR;SUB NOBRES                                         MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;18/05/1980;19/05/1980,-56.33685450799999,-14.74220470499995
1159;MTNOXA;SUB NOVA XAVANTINA                                 MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-52.364479700000004,-14.65414760799996
1160;MTPAG;SUB SE PA GOLD                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-55.079669207999984,-10.219039006999992
1161;MTPRTA;SUB SECCIONADORA COMPLEXO DO PRATA                 MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;29/07/2017;30/07/2017;17/07/2017;18/07/2017,-48.92871567999998,-19.30051130999999
1162;MTPRV;SUB PRIMAVERA DO LESTE                             MT       ;;;29/11/2023;30/11/2023;;,-54.30950581999997,-15.567512336999982
1163;MTPTE;SUB PETROVINA                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/2000;31/12/2000,-54.03798125399999,-16.791241254
1164;MTQNO;SUB QUERENCIA DO NORTE                             MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;29/02/2016;01/03/2016;;,-52.20917333,-12.601745179999966
1165;MTQTMA;SUB SE SAO JOSE DOS QUATRO MARCOS                  MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-58.17444369999998,-15.640688405999981
1166;MTRC;SUB RONDONOPOLIS 1  CEMAT                          MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-54.597803107999994,-16.471160806
1167;MTRDOC;SUB RONDONOPOLIS CENTRO                            MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;29/12/1998;30/12/1998,-54.640539899999965,-16.459432953999965
1168;MTSCM;SUB SECCIONAMENTO MALÚ                             MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;29/11/2023;30/11/2023;12/11/2023;13/11/2023,-51.752900463,-12.391603277999991
1169;MTSJRC;SUB SAO JOSE DO RIO CLARO                          MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.73015231099998,-13.442422994999959
1170;MTSPA;SUB SE ALTO PARAISO                                MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;07/09/2016;08/09/2016;30/12/1990;31/12/1990,-56.831890063,-9.945482137999988
1171;MTTLA;SUB TREVO DO LAGARTO                               MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;14/02/2014;15/02/2014;;,-56.19550449999997,-15.645243436999976
1172;MTVG;SUB SE VARZEA GRANDE                               MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.129682,-15.671507373999987
1173;MTVRA;SUB VILA RICA                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;29/10/2020;30/10/2020;;,-51.11943830499996,-10.029661374
1174;PATAP;SUB TAPAJOS CELPA                                  PA       ;CPA;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.                  ;;;30/12/1990;31/12/1990,-54.73076779499996,-2.4826703869999847
1175;RJCEN;SUB CENTENARIA                                     RJ       ;LGT;LIGHT SERVIÇOS DE ELETRICIDADE S.A                             ;;;01/06/2000;02/06/2000,-60.718483203999995,2.7935527760000127
1176;RRSECE;SUB SE CENTRO                                      RR       ;EDR;RORAIMA ENERGIA S.A                                            ;01/09/2019;02/09/2019;30/12/1990;31/12/1990,-60.67930810299998,2.824078030999999
1177;RRSEFT;SUB SE FLORESTA                                    RR       ;EDR;RORAIMA ENERGIA S.A                                            ;01/09/2019;02/09/2019;30/12/1990;31/12/1990,-60.71117149699995,2.8279485780000186
1178;RRSEMJ;SUB SE MUCAJAI                                     RR       ;EDR;RORAIMA ENERGIA S.A                                            ;01/09/2019;02/09/2019;30/12/1990;31/12/1990,-60.921552848999966,2.4289967180000076
1179;RRSENP;SUB SE NOVO PARAISO                                RR       ;EDR;RORAIMA ENERGIA S.A                                            ;01/09/2019;02/09/2019;30/12/1990;31/12/1990,-60.381098592,1.2204353019999985
1180;TOAGP;SUB AGUIARNOPOLIS                                  TO       ;;;;;30/12/1990;31/12/1990,-47.47812874299996,-6.568855063000001
1181;TOALV;SUB ALVORADA                                       TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;;;31/12/2000;01/01/2001,-49.127158399999985,-12.484264110999959
1182;TOAR1;SUB ARAGUAINA 1                                    TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;;;29/12/1990;30/12/1990,-48.237745109,-7.195212792999996
1183;TOAR2;SUB ARAGUAINA II                                   TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;30/12/1990;31/12/1990;;,-48.262123325000005,-7.273618245999955
1184;TODIA;SUB DIANOPOLIS                                     TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;;;05/07/2005;06/07/2005,-46.832117245000006,-11.60554216099996
1185;TOITG;SUB ITAGUATINS                                     TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;30/12/1990;31/12/1990;;,-47.50549806999999,-5.758039480999969
1186;TONVO;SUB NOVA OLINDA                                    TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;30/12/1990;31/12/1990;;,-48.42883174999997,-7.622440729999994
1187;TOPA4;SUB SUB PALMAS IV                                  TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;30/08/2015;31/08/2015;30/08/2015;31/08/2015,-48.356043099999965,-10.179616482999961
1188;TOSJO;SUB                                                TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;;;30/12/1990;31/12/1990,-48.32268173199998,-10.450386481999999
1189;TOSMG;SUB SÃO MIGUEL                                     TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;30/12/1990;31/12/1990;;,-47.555179531999954,-5.548532229999978
1190;TOTOC;SUB TOCANTINOPOLIS                                 TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;30/12/1990;31/12/1990;;,-47.42911379999998,-6.307816417999959
